ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
460634,0,0,40,0,Entertainment,,0,6.0,3
460637,0,0,18,0,Healthcare,,0,,3
460638,0,0,26,1,Artist,0.0,0,4.0,3
460639,0,1,73,1,Lawyer,,0,5.0,1
460640,1,1,86,,Lawyer,,0,1.0,3
460645,0,0,37,0,Doctor,1.0,0,2.0,3
460646,1,1,59,1,Entertainment,,0,,3
460653,0,0,28,0,Homemaker,8.0,0,1.0,4
460656,0,1,29,1,Artist,9.0,0,3.0,6
460658,0,1,37,1,Marketing,7.0,1,3.0,6
460659,0,1,46,1,Marketing,,1,3.0,6
460660,1,0,39,,Entertainment,6.0,0,1.0,6
460661,0,0,33,0,Homemaker,8.0,0,1.0,6
460668,0,0,32,1,Doctor,,0,2.0,3
460678,0,0,32,0,Doctor,6.0,0,2.0,3
460686,0,,25,0,Homemaker,8.0,0,1.0,3
460687,0,1,48,1,Homemaker,9.0,1,2.0,3
460691,0,0,27,0,Homemaker,8.0,0,1.0,3
460702,0,0,49,1,Artist,1.0,0,1.0,6
460703,0,1,33,1,Engineer,8.0,1,5.0,4
460706,0,0,33,0,Engineer,7.0,0,6.0,4
460708,1,1,39,1,Artist,0.0,0,3.0,6
460716,1,1,50,1,Entertainment,0.0,1,4.0,6
460719,0,1,84,1,Lawyer,0.0,0,,3
460720,0,1,46,1,Artist,0.0,1,2.0,6
460722,1,1,31,0,Entertainment,0.0,1,3.0,3
460726,1,1,57,1,Artist,3.0,1,2.0,6
460727,1,1,73,0,Executive,1.0,2,4.0,3
460729,1,1,36,1,Entertainment,9.0,0,4.0,6
460733,1,0,53,1,Marketing,2.0,0,4.0,6
460734,1,1,41,1,Entertainment,9.0,1,,2
460738,0,0,53,0,Engineer,0.0,0,,7
460740,1,1,35,1,Artist,2.0,1,3.0,6
460743,1,1,62,1,Artist,0.0,1,3.0,6
460746,1,0,23,0,Marketing,0.0,0,3.0,6
460763,1,0,51,1,Artist,1.0,0,2.0,6
460769,0,1,83,0,Lawyer,1.0,2,2.0,6
460780,0,0,26,1,Healthcare,0.0,0,2.0,3
460783,1,1,86,1,Lawyer,1.0,0,1.0,6
460785,1,0,26,1,Healthcare,0.0,0,4.0,7
460789,1,1,42,1,Executive,0.0,0,3.0,6
460794,0,1,41,1,Homemaker,9.0,0,1.0,6
460796,1,1,67,0,Lawyer,0.0,0,3.0,6
460802,1,1,68,1,Lawyer,1.0,2,2.0,6
460811,0,1,45,0,Engineer,0.0,2,2.0,6
460813,0,1,86,0,Lawyer,0.0,2,2.0,6
460815,1,1,62,1,Artist,0.0,2,2.0,3
460822,1,1,42,1,Artist,1.0,0,2.0,6
460825,1,0,26,1,Doctor,0.0,0,3.0,4
460828,1,0,48,0,Entertainment,1.0,0,1.0,6
460830,1,1,40,0,Entertainment,3.0,1,5.0,2
460831,1,0,20,0,Healthcare,0.0,0,4.0,6
460837,0,0,25,1,Artist,1.0,0,1.0,5
460838,1,0,37,1,Artist,1.0,0,,6
460840,1,1,77,1,Lawyer,1.0,0,1.0,6
460844,1,1,50,1,Healthcare,,0,2.0,6
460846,0,0,22,0,Marketing,0.0,0,4.0,6
460847,1,0,26,1,Artist,1.0,0,3.0,6
460851,1,1,71,0,Doctor,0.0,1,3.0,6
460855,1,1,50,1,Artist,,0,2.0,6
460857,1,0,29,0,Entertainment,1.0,0,1.0,4
460859,1,1,51,1,Entertainment,,0,4.0,6
460860,1,1,52,1,Artist,6.0,1,4.0,6
460861,1,0,20,0,Healthcare,1.0,0,3.0,3
460866,1,0,26,1,Doctor,0.0,0,9.0,4
460870,1,0,37,1,Healthcare,,0,,4
460871,0,0,33,1,Healthcare,,0,,6
460872,0,1,39,1,Artist,0.0,0,2.0,4
460877,0,1,53,0,Artist,1.0,1,5.0,6
460878,1,1,49,0,Entertainment,0.0,1,4.0,6
460882,1,0,21,0,Healthcare,0.0,0,2.0,3
460888,1,1,39,0,Homemaker,8.0,0,1.0,6
460891,0,1,38,0,Artist,2.0,1,4.0,3
460897,1,0,22,0,Healthcare,4.0,0,4.0,6
460898,1,1,52,0,Artist,2.0,1,4.0,6
460899,1,0,40,1,Entertainment,,0,3.0,6
460901,1,0,20,0,Doctor,8.0,0,3.0,6
460902,1,0,41,1,Executive,1.0,0,3.0,6
460905,1,0,30,1,Artist,1.0,0,1.0,3
460906,0,1,89,1,Lawyer,1.0,2,3.0,6
460907,1,1,83,0,Lawyer,1.0,2,3.0,6
460923,1,1,53,1,Artist,0.0,1,3.0,6
460924,1,0,31,0,Doctor,1.0,0,5.0,2
460928,1,1,48,1,Artist,1.0,1,4.0,6
460934,0,0,29,0,Doctor,0.0,0,2.0,6
460935,1,1,87,1,Lawyer,0.0,0,1.0,6
460945,1,0,19,0,Engineer,4.0,0,7.0,6
460953,1,1,60,0,Entertainment,1.0,0,2.0,6
460961,1,0,23,0,Healthcare,1.0,0,2.0,3
460962,1,1,61,1,Executive,9.0,2,4.0,6
460963,0,0,27,1,Artist,1.0,0,3.0,6
460968,1,1,32,0,Doctor,14.0,1,2.0,3
460975,1,1,79,,Lawyer,0.0,2,2.0,6
460976,1,0,19,0,Healthcare,1.0,0,4.0,6
460977,1,1,42,1,Executive,0.0,2,3.0,4
460979,1,1,76,0,Lawyer,1.0,0,1.0,6
460981,0,1,41,0,Marketing,1.0,1,2.0,6
460984,1,1,38,1,Entertainment,0.0,1,4.0,6
460988,1,1,43,1,Entertainment,0.0,1,3.0,4
460989,1,0,19,0,Healthcare,1.0,0,3.0,1
460991,0,0,28,1,Healthcare,1.0,0,3.0,7
460993,1,1,56,1,Artist,0.0,1,4.0,6
460999,1,0,28,1,Engineer,0.0,0,3.0,3
461000,1,1,60,0,Marketing,1.0,2,2.0,3
461001,0,0,55,1,Artist,0.0,0,,3
461015,1,1,35,1,Entertainment,1.0,1,2.0,3
461016,1,0,25,0,Healthcare,5.0,0,5.0,3
461022,1,1,71,1,Artist,1.0,0,1.0,3
461023,1,1,65,0,Lawyer,,2,2.0,3
461024,1,1,74,1,Lawyer,1.0,0,1.0,6
461028,0,0,20,0,Healthcare,5.0,0,4.0,4
461029,1,1,43,0,Entertainment,9.0,0,2.0,4
461034,0,0,20,0,Marketing,3.0,0,6.0,3
461037,1,1,40,1,Healthcare,,2,5.0,3
461038,0,1,46,1,Engineer,0.0,2,5.0,3
461041,0,1,65,0,Lawyer,1.0,2,7.0,3
461042,1,0,21,0,Healthcare,0.0,0,,4
461043,1,1,50,0,Healthcare,1.0,0,7.0,4
461044,1,0,18,0,Healthcare,0.0,0,5.0,4
461049,0,1,61,1,Doctor,1.0,0,7.0,7
461050,1,1,49,1,,1.0,2,3.0,6
461053,1,1,39,0,Executive,,2,4.0,3
461059,0,1,52,0,Lawyer,1.0,2,2.0,6
461060,1,1,56,1,Executive,0.0,2,5.0,6
461065,1,1,55,1,Executive,,0,6.0,3
461071,1,1,42,0,Engineer,1.0,1,5.0,3
461078,0,0,33,0,Homemaker,0.0,0,6.0,3
461082,1,0,19,0,Healthcare,8.0,0,4.0,1
461085,0,0,27,0,Engineer,1.0,0,1.0,3
461093,0,1,38,1,Artist,1.0,1,4.0,3
461099,0,0,38,0,Artist,1.0,0,4.0,3
461111,0,1,43,1,Doctor,8.0,0,1.0,6
461114,1,1,53,1,Artist,1.0,1,4.0,3
461116,1,1,33,0,Executive,4.0,2,4.0,3
461118,0,0,30,1,Healthcare,7.0,0,,3
461119,0,0,22,0,Healthcare,6.0,0,3.0,3
461121,1,0,33,0,Doctor,0.0,0,4.0,3
461124,1,0,21,0,Healthcare,1.0,0,8.0,4
461127,1,0,20,0,Healthcare,1.0,0,5.0,4
461128,1,0,19,0,Healthcare,7.0,0,3.0,6
461129,0,1,58,1,Entertainment,1.0,1,4.0,6
461131,1,1,67,1,Artist,1.0,2,,6
461145,0,1,36,1,Entertainment,1.0,0,2.0,3
461152,0,0,30,0,Homemaker,8.0,0,,3
461154,1,0,23,0,Homemaker,1.0,0,4.0,3
461158,0,0,42,1,Entertainment,1.0,0,,3
461162,0,0,37,0,Marketing,8.0,0,3.0,3
461163,0,1,58,0,Entertainment,9.0,0,4.0,3
461168,0,1,26,0,Engineer,7.0,1,2.0,3
461169,1,0,39,1,Entertainment,9.0,0,2.0,3
461174,0,0,23,0,Marketing,,0,4.0,3
461177,1,1,41,0,Executive,8.0,1,4.0,1
461178,1,1,26,0,Entertainment,0.0,0,3.0,3
461179,0,1,25,0,Engineer,3.0,0,3.0,3
461181,1,0,19,0,Healthcare,,0,4.0,3
461183,1,0,36,0,Executive,0.0,0,5.0,3
461187,1,0,29,0,Healthcare,9.0,0,4.0,3
461197,1,0,26,0,Marketing,1.0,0,1.0,3
461198,0,0,78,1,Lawyer,,0,1.0,6
461201,0,0,55,1,Artist,,0,1.0,6
461205,1,0,26,1,Healthcare,,0,3.0,2
461211,0,0,46,1,Entertainment,0.0,0,1.0,6
461214,1,0,29,0,Healthcare,0.0,0,4.0,6
461215,0,0,36,1,Artist,10.0,0,1.0,6
461218,1,1,27,0,Executive,1.0,0,6.0,6
461220,0,0,29,0,Executive,8.0,0,3.0,6
461221,0,0,25,0,Marketing,1.0,0,4.0,6
461225,0,0,30,0,Marketing,10.0,0,6.0,6
461226,1,1,45,1,,1.0,0,2.0,6
461230,0,0,21,0,Executive,0.0,0,,3
461232,0,1,41,1,Executive,,2,,3
461233,1,1,38,1,Entertainment,,0,,3
461236,0,0,28,1,Healthcare,9.0,0,1.0,6
461237,1,0,33,1,Doctor,1.0,0,5.0,2
461241,1,1,31,1,Healthcare,7.0,0,2.0,6
461242,1,1,45,1,Healthcare,0.0,0,2.0,6
461243,1,1,47,1,Marketing,0.0,0,5.0,6
461248,0,0,39,0,Healthcare,0.0,0,1.0,6
461251,0,0,47,1,Marketing,1.0,0,,6
461252,0,1,53,1,Doctor,0.0,0,1.0,3
461256,1,0,27,0,Doctor,1.0,0,4.0,4
461257,1,1,37,1,Engineer,1.0,1,2.0,4
461258,0,1,62,1,Artist,1.0,1,3.0,4
461262,0,0,29,0,Engineer,0.0,0,7.0,4
461263,0,1,51,1,Artist,0.0,0,1.0,4
461265,1,0,30,0,Marketing,1.0,0,6.0,4
461269,1,0,18,0,Entertainment,0.0,0,4.0,4
461274,0,1,87,1,Lawyer,,2,2.0,6
461276,1,1,68,1,Marketing,0.0,0,2.0,7
461277,1,1,84,1,Lawyer,5.0,0,1.0,6
461281,1,0,22,0,Healthcare,2.0,0,9.0,2
461286,0,0,22,0,Doctor,2.0,0,4.0,6
461289,1,0,21,0,Healthcare,1.0,0,3.0,6
461292,0,1,89,0,Lawyer,,2,2.0,3
461297,1,1,73,0,Lawyer,0.0,2,2.0,6
461299,0,1,75,1,Lawyer,0.0,2,2.0,6
461303,0,0,20,0,Doctor,6.0,0,4.0,2
461308,1,0,22,0,Healthcare,1.0,0,2.0,6
461309,0,0,22,0,Healthcare,0.0,0,4.0,6
461313,1,1,63,1,Artist,0.0,1,,6
461314,1,1,46,1,Artist,1.0,1,3.0,6
461319,1,1,58,0,Artist,0.0,1,2.0,6
461320,0,0,41,1,Artist,1.0,0,3.0,6
461322,1,1,42,1,Artist,0.0,1,2.0,6
461323,0,1,43,1,Healthcare,6.0,1,2.0,6
461324,0,0,49,1,Artist,3.0,0,1.0,6
461326,0,0,40,1,Artist,0.0,0,1.0,6
461335,1,1,53,0,Executive,8.0,2,2.0,6
461340,1,1,36,1,Artist,4.0,1,2.0,7
461346,1,1,50,1,Artist,8.0,0,2.0,6
461348,1,1,42,1,Healthcare,1.0,0,1.0,6
461350,1,0,30,0,Healthcare,0.0,0,4.0,2
461352,1,0,29,0,Healthcare,2.0,0,5.0,2
461356,1,0,28,1,Entertainment,1.0,0,2.0,6
461357,1,0,27,1,Healthcare,1.0,0,4.0,6
461363,1,0,49,1,Artist,0.0,0,1.0,6
461366,1,0,32,1,Healthcare,1.0,0,1.0,6
461370,1,0,25,1,Doctor,1.0,0,3.0,6
461377,0,1,63,1,Artist,,0,1.0,6
461378,0,0,42,1,Artist,8.0,0,1.0,6
461379,1,0,31,1,Healthcare,1.0,0,,5
461383,1,1,71,1,Artist,0.0,2,2.0,6
461388,1,0,20,0,Healthcare,,0,5.0,2
461397,1,0,22,0,Healthcare,1.0,0,4.0,6
461402,0,0,29,1,Entertainment,1.0,0,5.0,6
461408,1,1,47,1,Marketing,0.0,0,3.0,6
461421,1,1,43,1,Artist,,1,3.0,6
461423,1,0,32,1,Artist,1.0,0,3.0,4
461426,1,1,47,1,Artist,7.0,1,2.0,6
461428,1,0,46,1,Artist,0.0,0,1.0,6
461432,0,1,41,1,Artist,1.0,1,2.0,6
461437,1,1,37,1,Entertainment,0.0,1,2.0,6
461439,1,1,40,1,Artist,0.0,1,2.0,6
461441,1,1,60,1,Artist,0.0,1,4.0,6
461442,1,1,46,1,Artist,0.0,1,6.0,2
461454,0,1,36,1,Artist,6.0,2,4.0,7
461456,0,0,38,0,Marketing,0.0,0,1.0,6
461457,0,1,32,0,Doctor,0.0,0,5.0,6
461458,0,0,41,1,Artist,5.0,0,1.0,6
461462,1,1,56,1,Marketing,0.0,0,3.0,6
461465,1,1,31,1,Artist,8.0,1,2.0,6
461466,1,1,45,0,Artist,0.0,0,2.0,7
461468,1,1,69,1,Entertainment,,1,3.0,6
461469,1,1,37,1,Artist,0.0,0,2.0,6
461476,1,1,47,1,Artist,1.0,1,4.0,2
461479,0,1,52,1,Artist,1.0,1,3.0,6
461480,0,1,57,1,Artist,1.0,2,3.0,6
461482,0,0,50,1,Artist,9.0,0,1.0,6
461494,1,1,27,0,Engineer,0.0,1,2.0,6
461501,0,1,45,1,Engineer,1.0,2,3.0,6
461503,0,0,30,1,Artist,8.0,0,2.0,6
461510,1,1,45,1,Artist,0.0,0,2.0,6
461514,1,0,30,0,Healthcare,1.0,0,4.0,6
461516,1,1,31,1,Entertainment,1.0,1,3.0,6
461518,0,1,45,1,Artist,1.0,1,4.0,3
461521,1,1,67,1,Artist,0.0,2,2.0,6
461522,1,1,76,0,Executive,1.0,2,2.0,6
461525,1,1,69,1,Entertainment,0.0,0,2.0,6
461526,1,1,83,0,Entertainment,0.0,0,2.0,6
461530,1,1,38,1,Engineer,0.0,0,2.0,6
461534,1,1,36,1,Artist,0.0,0,1.0,6
461540,1,0,41,1,,2.0,0,2.0,2
461546,0,1,69,0,Lawyer,0.0,0,3.0,6
461548,0,0,33,1,Engineer,0.0,0,3.0,6
461553,1,0,38,1,Artist,1.0,0,3.0,7
461556,0,1,48,1,Engineer,1.0,1,2.0,6
461558,1,1,51,1,Engineer,2.0,1,2.0,6
461564,1,1,56,1,Executive,1.0,2,2.0,6
461570,1,1,57,1,Artist,0.0,1,3.0,6
461574,0,1,49,1,Artist,1.0,1,3.0,6
461587,1,0,30,1,Healthcare,0.0,0,3.0,6
461593,0,1,40,1,Doctor,8.0,1,2.0,6
461602,0,0,30,1,Artist,0.0,0,,6
461604,1,1,38,0,Entertainment,0.0,1,2.0,6
461612,0,0,31,1,Healthcare,8.0,0,5.0,6
461615,1,0,33,1,Doctor,0.0,0,2.0,6
461617,1,0,50,1,Artist,0.0,0,2.0,6
461619,1,1,52,1,Executive,,2,3.0,6
461624,0,1,39,1,Artist,0.0,1,,2
461626,1,1,73,1,Executive,0.0,2,2.0,6
461630,1,1,46,1,Artist,0.0,1,3.0,6
461637,1,1,50,1,Artist,0.0,0,2.0,7
461644,1,0,30,0,Healthcare,0.0,0,6.0,6
461653,0,1,60,1,Doctor,0.0,1,2.0,6
461655,0,1,39,1,Homemaker,9.0,1,2.0,6
461658,0,1,59,1,Artist,1.0,1,2.0,5
461659,0,1,51,1,Artist,0.0,1,2.0,6
461661,0,1,40,1,Artist,5.0,1,2.0,2
461663,1,0,23,0,Healthcare,1.0,0,3.0,6
461668,1,1,53,1,Artist,4.0,1,4.0,2
461671,1,0,32,0,Healthcare,7.0,0,5.0,6
461674,1,1,52,1,Executive,0.0,2,4.0,6
461676,0,0,31,1,Engineer,0.0,0,1.0,6
461679,1,0,30,1,Healthcare,3.0,0,4.0,6
461681,1,0,25,1,Healthcare,8.0,0,3.0,7
461683,1,1,40,1,Executive,1.0,2,4.0,6
461685,0,0,27,1,Healthcare,4.0,0,4.0,6
461686,1,1,61,1,Artist,0.0,0,2.0,6
461690,0,0,33,1,Engineer,1.0,0,1.0,4
461694,1,0,28,1,Doctor,1.0,0,4.0,4
461695,0,1,48,1,Artist,2.0,1,2.0,6
461698,0,1,73,1,Artist,0.0,2,2.0,6
461701,1,1,36,0,Artist,0.0,1,2.0,5
461705,0,0,32,0,Healthcare,0.0,0,4.0,6
461708,1,1,82,0,Lawyer,0.0,2,2.0,6
461709,1,0,28,1,Artist,1.0,0,3.0,4
461711,0,0,42,1,Artist,8.0,0,3.0,2
461716,0,1,60,1,Lawyer,6.0,2,9.0,6
461720,0,0,46,1,Artist,1.0,0,1.0,4
461722,1,0,31,0,Doctor,0.0,0,3.0,6
461724,0,1,50,1,Artist,1.0,0,1.0,7
461725,0,0,30,1,Engineer,3.0,0,1.0,4
461727,0,0,49,1,Artist,1.0,0,3.0,6
461737,0,1,51,1,Doctor,0.0,1,6.0,4
461738,0,1,46,1,,,1,3.0,6
461744,1,1,53,1,Artist,0.0,1,4.0,6
461747,1,1,65,1,Artist,0.0,2,2.0,6
461749,0,0,22,0,Healthcare,0.0,0,5.0,6
461752,1,1,65,1,Doctor,1.0,1,3.0,6
461756,0,1,39,1,Engineer,0.0,1,2.0,4
461760,1,1,84,1,Artist,0.0,2,2.0,6
461769,1,0,37,1,Artist,0.0,0,1.0,6
461771,1,1,28,1,Doctor,8.0,1,2.0,6
461775,0,1,82,0,Lawyer,0.0,2,2.0,6
461778,0,1,87,1,Lawyer,0.0,2,2.0,6
461780,0,0,69,1,Lawyer,1.0,0,5.0,6
461782,0,1,51,1,Artist,,2,5.0,6
461784,0,1,74,1,Lawyer,1.0,0,1.0,6
461788,0,1,79,1,Lawyer,1.0,2,2.0,6
461791,0,0,21,0,Lawyer,9.0,0,1.0,6
461792,0,0,20,0,Healthcare,5.0,0,5.0,2
461800,0,0,43,1,Doctor,3.0,0,1.0,2
461801,0,0,25,0,Healthcare,1.0,0,3.0,6
461802,1,0,43,1,Artist,0.0,0,4.0,6
461804,0,0,42,1,Artist,1.0,0,1.0,6
461807,1,0,25,1,Doctor,10.0,0,4.0,6
461815,1,1,59,1,Artist,0.0,0,1.0,3
461816,0,0,49,1,Marketing,0.0,0,5.0,6
461821,0,0,32,0,Doctor,1.0,0,4.0,6
461822,1,1,36,1,Artist,8.0,2,2.0,6
461824,1,1,45,1,Marketing,9.0,0,3.0,6
461832,1,0,29,1,Healthcare,,0,3.0,6
461837,1,1,37,1,Artist,0.0,0,2.0,6
461845,0,1,48,1,Doctor,1.0,1,4.0,6
461846,0,0,65,1,Artist,0.0,0,2.0,2
461848,1,0,39,0,Marketing,1.0,0,2.0,6
461858,1,0,25,0,Entertainment,1.0,0,7.0,4
461859,0,1,49,0,Artist,5.0,0,5.0,6
461860,0,1,77,1,Lawyer,1.0,2,2.0,6
461862,0,0,38,1,Artist,9.0,0,1.0,6
461864,1,0,19,1,Marketing,0.0,0,6.0,4
461872,0,1,76,1,Lawyer,1.0,2,2.0,6
461873,1,0,28,1,Doctor,0.0,0,4.0,6
461874,1,1,51,1,Doctor,1.0,1,3.0,3
461882,0,0,28,1,Doctor,0.0,0,5.0,7
461892,0,0,42,1,Healthcare,0.0,0,1.0,2
461896,1,1,45,1,Artist,1.0,0,1.0,6
461898,1,1,63,1,Executive,6.0,2,3.0,6
461899,0,0,18,0,Doctor,0.0,0,6.0,6
461901,1,0,26,1,Artist,7.0,0,4.0,6
461910,1,1,31,1,Artist,,1,2.0,2
461913,1,0,43,1,Entertainment,5.0,0,4.0,2
461914,0,1,60,1,Artist,7.0,0,,6
461921,0,0,36,1,Artist,0.0,0,1.0,6
461927,1,0,32,0,Healthcare,1.0,0,4.0,2
461928,1,1,68,1,Lawyer,,0,1.0,
461929,1,1,60,1,Entertainment,1.0,0,1.0,6
461930,0,0,42,1,Artist,0.0,0,1.0,4
461931,0,0,18,0,Healthcare,6.0,0,5.0,
461936,1,1,69,0,Lawyer,0.0,2,2.0,6
461937,0,0,42,1,Doctor,0.0,0,,6
461941,0,1,70,1,Artist,1.0,0,1.0,6
461943,1,0,25,1,Healthcare,1.0,0,3.0,6
461962,1,1,56,1,Entertainment,1.0,1,3.0,6
461963,0,0,40,1,Artist,9.0,0,1.0,6
461965,1,0,23,0,Healthcare,1.0,0,6.0,6
461967,0,0,20,0,Marketing,3.0,0,4.0,7
461968,0,0,39,1,Entertainment,2.0,0,1.0,6
461978,0,0,19,0,Healthcare,0.0,0,4.0,6
461985,1,0,28,1,Entertainment,,0,,5
461988,1,1,40,0,Engineer,1.0,1,2.0,6
461989,0,,60,1,Engineer,1.0,1,4.0,2
461993,1,0,33,0,Healthcare,3.0,0,4.0,6
461994,1,1,20,0,Doctor,14.0,0,2.0,6
461996,0,0,35,0,Artist,7.0,0,4.0,6
461999,1,0,27,1,Doctor,0.0,0,5.0,6
462007,0,1,42,1,Artist,1.0,1,2.0,6
462011,1,1,30,0,Marketing,0.0,0,4.0,4
462013,0,1,56,1,Executive,0.0,1,2.0,6
462015,1,1,28,1,Entertainment,0.0,1,2.0,6
462016,0,1,38,1,Artist,6.0,1,2.0,6
462017,1,0,26,1,Entertainment,9.0,0,1.0,2
462027,1,0,36,0,Engineer,0.0,0,1.0,6
462029,1,0,56,0,Entertainment,0.0,0,1.0,6
462033,1,0,26,1,Entertainment,0.0,0,1.0,6
462038,1,0,28,1,Artist,4.0,0,4.0,6
462043,1,0,32,0,Healthcare,0.0,0,5.0,6
462044,0,0,52,1,Artist,4.0,0,1.0,6
462048,0,0,23,0,Healthcare,0.0,0,4.0,6
462051,1,0,23,0,Healthcare,,0,5.0,4
462052,1,1,50,1,Artist,0.0,0,2.0,6
462053,1,1,26,1,Artist,,0,2.0,6
462058,1,1,40,1,Entertainment,8.0,0,2.0,6
462060,0,1,53,1,Artist,1.0,1,2.0,6
462064,1,1,63,1,Artist,0.0,1,3.0,7
462068,1,1,62,1,Executive,0.0,2,3.0,6
462075,0,0,38,1,Artist,1.0,0,1.0,6
462078,0,1,57,0,Artist,1.0,1,2.0,2
462080,0,0,43,1,Artist,9.0,0,1.0,6
462081,1,0,21,0,Marketing,1.0,0,3.0,4
462083,1,0,22,0,Healthcare,0.0,0,5.0,6
462084,1,1,68,1,Artist,1.0,0,1.0,6
462085,0,0,28,1,Healthcare,0.0,0,1.0,6
462088,1,1,33,1,Artist,0.0,1,2.0,6
462090,0,0,38,1,Artist,8.0,0,1.0,6
462091,1,0,23,0,Healthcare,0.0,0,5.0,4
462094,0,0,41,1,Healthcare,,0,1.0,6
462096,0,0,41,1,Homemaker,,0,1.0,4
462102,0,0,39,1,Doctor,4.0,0,1.0,6
462103,0,1,49,0,Entertainment,9.0,2,2.0,6
462108,0,1,33,1,Homemaker,,1,2.0,6
462109,1,1,79,0,Lawyer,0.0,0,1.0,6
462111,1,1,38,1,Artist,6.0,1,4.0,6
462114,1,0,21,0,Healthcare,1.0,0,4.0,6
462116,0,1,68,1,Doctor,0.0,1,2.0,6
462118,1,0,31,1,Artist,0.0,0,3.0,6
462120,1,1,46,0,Artist,1.0,0,3.0,3
462128,1,1,35,1,Artist,9.0,1,2.0,6
462131,0,0,42,1,Artist,8.0,0,3.0,2
462134,1,1,87,0,Lawyer,0.0,0,1.0,
462141,0,0,38,1,Artist,8.0,0,1.0,6
462149,0,1,88,0,Lawyer,2.0,2,1.0,6
462151,0,0,42,1,Artist,9.0,0,1.0,6
462163,0,1,26,1,Artist,4.0,1,2.0,3
462168,1,1,35,1,Executive,0.0,2,3.0,6
462171,0,1,41,0,Engineer,3.0,2,2.0,6
462172,1,1,37,1,Doctor,1.0,1,2.0,1
462174,0,1,41,1,Engineer,8.0,1,4.0,4
462177,1,0,35,,Artist,6.0,0,5.0,2
462179,0,0,33,1,Marketing,0.0,0,9.0,7
462180,0,1,61,1,Engineer,2.0,1,4.0,2
462186,0,0,19,0,Doctor,1.0,0,3.0,1
462187,0,0,50,1,Artist,4.0,0,1.0,6
462188,0,1,48,0,Engineer,0.0,1,4.0,4
462196,1,1,57,0,Marketing,1.0,1,3.0,4
462197,0,1,72,0,Engineer,1.0,1,3.0,4
462198,0,0,39,0,Engineer,4.0,0,,3
462200,0,1,49,1,Doctor,0.0,0,3.0,4
462202,0,0,41,1,Entertainment,0.0,0,4.0,4
462203,1,1,65,0,Executive,2.0,2,7.0,4
462204,0,0,22,0,Marketing,0.0,0,3.0,4
462205,0,0,23,0,Healthcare,0.0,0,4.0,4
462209,0,1,41,0,Artist,0.0,0,1.0,4
462210,0,1,42,1,Engineer,0.0,0,3.0,4
462211,1,0,18,0,Healthcare,0.0,0,3.0,4
462214,1,1,49,0,Doctor,1.0,0,2.0,4
462216,0,1,40,0,Doctor,0.0,0,2.0,4
462218,1,1,50,0,Executive,1.0,1,5.0,4
462220,0,0,19,0,Healthcare,6.0,0,3.0,4
462222,1,0,22,0,Healthcare,0.0,0,6.0,4
462229,1,0,23,0,,1.0,0,8.0,4
462231,1,0,27,1,Artist,4.0,0,6.0,4
462232,1,1,55,0,Executive,0.0,2,8.0,4
462234,1,1,32,0,,1.0,1,6.0,4
462238,1,1,57,0,Entertainment,,0,2.0,3
462240,1,1,80,0,Lawyer,0.0,2,2.0,6
462243,1,1,43,0,Executive,0.0,0,4.0,6
462246,0,1,79,0,Lawyer,1.0,2,2.0,6
462249,1,0,25,0,Entertainment,1.0,0,3.0,6
462256,0,1,58,1,Homemaker,0.0,1,4.0,6
462257,0,1,78,1,Lawyer,,2,2.0,6
462260,1,1,76,1,Lawyer,1.0,0,2.0,6
462262,1,0,27,0,Healthcare,1.0,0,3.0,
462274,1,1,47,1,Artist,1.0,1,3.0,6
462275,1,1,43,1,Artist,1.0,1,2.0,6
462278,1,0,31,1,Healthcare,1.0,0,4.0,6
462279,1,0,27,0,Healthcare,0.0,0,7.0,6
462280,1,0,31,1,Healthcare,0.0,0,4.0,6
462281,1,1,46,1,Artist,1.0,0,2.0,6
462284,1,1,48,1,Executive,1.0,1,4.0,6
462285,1,1,51,1,Doctor,,0,2.0,
462286,1,1,57,0,Doctor,0.0,1,2.0,6
462290,0,0,30,1,Doctor,0.0,0,1.0,6
462291,0,0,37,1,Marketing,,0,3.0,6
462297,0,0,31,1,Artist,14.0,0,2.0,6
462300,1,1,49,1,Artist,1.0,1,3.0,6
462304,1,1,56,1,Artist,1.0,0,4.0,4
462306,1,1,83,0,Lawyer,8.0,2,2.0,6
462309,1,0,32,1,Healthcare,,0,1.0,6
462310,1,1,63,1,Artist,5.0,1,4.0,6
462323,0,1,71,1,Doctor,1.0,1,2.0,6
462336,1,1,50,0,Artist,0.0,0,4.0,6
462339,1,0,31,1,Artist,4.0,0,5.0,6
462340,1,1,60,0,Entertainment,0.0,1,6.0,6
462342,0,1,71,1,Lawyer,8.0,2,2.0,6
462345,1,1,49,1,Doctor,0.0,1,6.0,4
462346,1,1,74,1,Lawyer,9.0,0,1.0,6
462349,1,1,51,1,Artist,1.0,1,6.0,6
462355,1,1,61,0,Entertainment,0.0,0,,6
462356,1,0,46,1,Engineer,0.0,0,3.0,6
462358,1,1,39,0,Doctor,2.0,1,2.0,6
462365,1,1,85,1,Lawyer,1.0,2,2.0,6
462368,0,1,31,1,Artist,1.0,1,2.0,6
462370,1,1,39,1,Executive,4.0,2,3.0,6
462381,0,1,48,0,Doctor,1.0,2,2.0,6
462382,1,1,71,1,Lawyer,0.0,2,2.0,6
